smiles
COC1=CC(=CC(=C1OC)OC)CC=C
COC1=C(C=C(C=C1)CC=C)OC
CC=CC1=CC(=C(C=C1)OC)OC
C/C=C/C1=CC(=C(C=C1)OC)OC
CC1=C2C=C(C(=C2C=C(C=C1)C(C)C)C)O
COC1=CC(=C(C=C1CC=C)OC)OC
C/C=C\C1=CC(=C(C=C1OC)OC)OC
C/C=C/C1=CC(=C(C=C1OC)OC)OC
COC1=CC=C(C=C1)CC=C
COC1=C(C=C2C(=C1)C(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)O
COC1=C(C(=C2C(=C1)OC3=C(C2=O)C=C(C=C3)O)OC)OC
CCCCCC1=CC=CO1
COC1=CC(=C(C=C1C=O)OC)OC
CC1=CC=C(O1)C=O
COC1=CC=CC2=C1C(=O)C3=CC(=C(C=C3O2)O)OC
COC1=CC(=C2C(=C1)OC3=CC(=C(C=C3C2=O)OC)O)O
C1CC(=O)OC1
COC1=C(C=C2C(=C1)C(=O)C3=C(O2)C=C(C(=C3O)OC)O)O
[H]C1=C(O)C([H])=C(O)C2=C1OC1=C(C2=O)C(OC)=C(OC)C(O)=C1
CC(=O)C1=CC=CO1
C1=COC(=C1)CO
COC1=C(O)C2=C(C=C1O)OC1=C(C=CC=C1)C2=O
CC(=O)CC1=CC(=C(C=C1OC)OC)OC
CCCCCO
CC1=C[C@H]2[C@@H](CC1)C(=CC[C@@H]2C(C)C)C
CC1=C[C@@H]2[C@H](CC1)C(=CC[C@H]2C(C)C)C
CCCCC=O
CCCCCC(=O)OC
CCCCCCCCCCCC(C1=CC=C(C=C1)C)C2=CC=C(C=C2)C
C1=CC=C(C=C1)C=O
CC1=CC2C(CCC(=C2CC1)C)C(C)C
C1=CC=C(C=C1)CC=O
CCCCCC(C=C)O
CCC(=O)C
CCC(C)CCC(C)CC(C)C(C)C
CC1=CCC(CC1)(C(C)C)O
CCCC=CCO
CCCCCCO
CCCCCC=O
CCCCCCC=O
CC12CCC3C4=CC=CC=C4CCC3C1CCC2O
C[C@H]1CCC(=C(C)C)CC2=C1CC[C@@H]2C
CCCCC(=O)C
CCCCCCCCCCCCC
CCCCCC(=O)C
CCCCCC(=O)C=C
CCCCCCCC=O
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC=CC=C34
CC(=CCCC(C)(C=C)O)C
CCCCCCCCCCCCCCCC
CCCC(=O)C
CCOC(=O)C
CCCCCCCCC=O
CCC(C)CCC(C)CCCCC(C)C
CCCCC(CC)CCC(CC)CCCC
CCO
CCCCC/C=C/C=C/C=O
CC(=O)C
CCCCCC=CC=O
CCCCCCCCCCCCCCCCCCC
CC1CCC2C1C3C(C3(C)C)CC4C2(O4)C
COC1=C(C=C2C(=C1)C(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
CCCCCCCC(C)CCC
CCCCCCCCC(C)C
CCCCCCCCCOC(=O)C(=O)OCC=C
CC1(C2CCC(O1)(CC2)C)C
CCCCCCC/C=C/C=O
CCCCCCC/C=C\C=O
CCCCCCC(C)CC(C)CCC
CC(C(=O)C)O
CCCCCCCCCCCCCCCC(=O)OC
C[C@H]1CCC=C2[C@@]1(C[C@@H](CC2)C(=C)C)C
CCCCCCCC/C=C/C=O
CC1=C[C@H]2[C@H](CC1)C(=C)CC[C@@H]2C(C)C
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(C(=C4C(=C3)OC5=CC(=C(C=C5C4=O)OC)O)O)OC)CO)O)O)O)O)O
CC1=C[C@@H]2[C@H](CC1)C(=C)CC[C@H]2C(C)C
CC1CCC=C2C1(C3C(C3(C)C)CC2)C
CC1=CCC[C@]2([C@H]1C[C@@H](CC2)C(=C)C)C
CC(C)CC=O
CC(C)CCCCC(C)CCCC(C)C
CC(=O)C1=CC=CC=N1
CC\1(C2CCC(C2)/C1=C\COCOC)C
CC1=CCC(CC1)C(C)(C)O
CC1CCC2C13CC=C(C(C3)C2(C)C)C
CC1=CC[C@H](CC1)C(C)(C)O
CC1=CC[C@@H](CC1)C(C)(C)O
C[C@@H]1CC[C@@H]2[C@@H](C2(C)C)C3=C(CCC13)C
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC
C[C@@]12CC[C@@H](C1(C)C)CC2=O
CC1CCC2C1C3C(C3(C)C)CCC2=C
COC1=C(C=C2C(=C1)C(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO[C@H]5[C@@H]([C@](CO5)(CO)O)O)O)O)O)O)O
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(C=C4C(=C3)OC5=CC(=CC(=C5C4=O)O)O)OC)CO)O)O)O)O)O
C[C@@H]1CC[C@@H]2[C@]13CC=C([C@H](C3)C2(C)C)C
CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C
C[C@H]1CC[C@H]2[C@]13CC[C@H](C3)C(=C)C2(C)C
CCCCCCCC/C=C\CCCCCCCC(=O)OC
CC(C)[C@@H]1CC[C@@]2([C@@H]3[C@H]1[C@H]2C(=C)CC3)C
CC1(CCCC2(C3C1C4C2(C4C3)C)C)C
CC1(C2CCC1(C(C2)O)C)C
C[C@@H]1CC[C@@H]2[C@]13CCC(=C)[C@H](C3)C2(C)C
C1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2C3=C(C4=C(C=C3O)OC5=C(C4=O)C=C(C=C5)O)O)CO)O)O)O)(CO)O
CC1CCC2C13CCC(C(C3)C2(C)CO)(C)O
CC(C)CC(=O)C
C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
CC(=C)[C@@H]1CC[C@@]([C@@H](C1)C(=C)C)(C)C=C
CC1=CCCC(=C)[C@@H]2CC([C@@H]2CC1)(C)C
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OC
CC(=C1CC[C@]([C@H](C1)C(=C)C)(C)C=C)C
CC1=CC[C@@H]2[C@@H]3[C@H]1[C@]2(CCCC3(C)C)C
CCCCCCCC(C)CCCC(C)CCCC(C)C
CC1CCC2C13CC(C2(C)C)C(=C)C(C3)O
CCCCCCCCCCCCCCCC(=O)OCC
CC1CCC(C12CC3C(O3)(C(=O)C2)C)C(C)C
C=C1CCC(CC1)C(=C)CO
CC1(CCCC2(C3C1C2C(=C)CC3)C)C
CC1CCC2C13CCC(C3)(C(=O)C2(C)C)C
C1CCC(=O)CC1
CC1=C2C[C@@H](CC[C@]2(CCC1=O)C)C(=C)C
CC(C)CCCC(C)CCCC(C)CCO
CC1C=CC(C2C1CCC(=C)C2OO)C(C)C
C[C@H]1CC[C@@H]2[C@H]1[C@@H]3[C@@H](C3(C)C)CC[C@@]2(C)O
CC1=C2CC(CCC2(CC(C1)O)C)C(=C)C
CC1=C[C@H]2[C@@H](CC[C@@]([C@@H]2CC1)(C)O)C(C)C
CC1=C[C@H]2[C@@H](CC[C@]([C@@H]2CC1)(C)O)C(C)C
CC1CCC(C12CC=C(C(C2)O)C)C(C)C
C[C@H]1C=C[C@@H]([C@@H]2[C@@]13C2[C@@](CC3)(C)O)C(C)C
C[C@H]1CC[C@H]([C@H]1C2=C(C=CO2)C(C)C)C(=O)C
CC(C)[C@H]1CC[C@](C2[C@@]1(CC(=C)CC2)O)(C)O
CC1(C2C1C3CC(C(C3C(CC2)(C)O)O)(C)O)C
C[C@H]1CCC(=O)[C@]2([C@]1(C[C@@H](CC2)C(=C)C)O)C
CC(C)[C@@H]1CC[C@@](C(=C(C)C)C1=O)(C)C=C
CC(C)[C@@H]1CC[C@@]([C@H]2[C@]1(CC(=C)CC2)O)(C)O
CC(C)CC(=O)OC/C=C(\C)/CCC=C(C)C
CCCCCC(=O)O
CCCCC(=O)O
C[C@H]1CC[C@H]([C@@]12CC=C(C(=O)C2)C)C(C)C
CC(C)[C@@H]1CC[C@@]([C@@H]([C@@H]1O)C(=C)C)(C)C=C
CCCCCCCC(=O)O
C[C@@H]1CC[C@H]([C@@]12CCC(=CC2)C)C(C)(C)O
C[C@@H]1CC[C@H]([C@@]12CCC(=CC2)C)C(C)(C)O
C[C@@H]1CC[C@H]([C@]12CCC(=CC2)C)C(C)(C)O
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@H]([C@@H]2OC(=O)C)OC3=C(C=C4C(=C3)OC5=C(C4=O)C(=C(C(=C5)O)OC)O)OC)C)O)O)O)O
CCCCCCCCC(=O)O
CCCCCCCCCCCCCCCCCCOCCCOC(=O)CCCCCCC/C=C\CCCCCCCC
CC(C)[C@@H]1CC[C@@]([C@H]2[C@H]1[C@H](CC2)C(=O)C)(C)O
COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O
CCCCCCC/C=C\CC#CC#C[C@@H](C=C)O
CCCCCCC/C=C\CC#CC#C[C@H](C=C)O
COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@]3([C@@H]([C@H]([C@@H](O3)CO)O)OC(=O)/C=C/C4=CC(=C(C(=C4)OC)O)OC)CO)CO
COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O
COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O)O
COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)OC(=O)/C=C/C4=CC(=C(C(=C4)OC)O)OC)CO)O)O)O
CC(=C1C[C@@H]2[C@H]([C@@]2(CC1=O)C)CCC(=O)C)C
CCCCCCCCCCCCCCCC(=O)O
COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)OC(=O)/C=C/C4=CC(=C(C(=C4)OC)OC)OC)CO)O)O)O
COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)/C=C/C4=CC=C(C=C4)O)O)O)O)CO)O
COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)OC(=O)/C=C/C4=CC(=C(C=C4)O)OC)CO)O)O)O
C1=CC(=CC=C1C(=O)OC[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)O[C@@]3([C@@H]([C@H]([C@@H](O3)CO)O)O)CO)O)O)O)O
CC(C)CC(=O)O
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)OC(=O)C3=CC=CC=C3)COC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)OC(=O)/C=C/C8=CC(=C(C=C8)O)OC
COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)C4=CC=C(C=C4)O)O)O)O)CO)O
CCCCCCCC/C=C\CCCCCCCC(=O)O
CC1=CC(CC(C1=O)(C)C)(C#CC(C)(C)C)O
CCCCCCCCCCC#CCOC(=O)/C=C/C(=O)OCC(CC)CCCC
CC(=O)OCC1OC(OC2C(OC(=O)C=CC3=CC=C(O)C=C3)C(CO)OC(OC3(COC(=O)C=CC4=CC=C(O)C=C4)OC(CO)C(O)C3OC(=O)C3=CC=CC=C3)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@@H]2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O[C@]4([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)C5=CC=CC=C5)COC(=O)/C=C/C6=CC=C(C=C6)O)COC(=O)C)OC(=O)/C=C/C7=CC(=C(C=C7)O)OC)O)O)O
CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COC(=O)/C=C/C3=CC(=C(C(=C3)OC)O)OC)O)OC(=O)/C=C/C4=CC(=C(C=C4)O)OC)COC(=O)C)OC(=O)C)O)OC(=O)C
CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)O)O)O)OC4(C(C(C(O4)CO)O)OC(=O)C5=CC=CC=C5)COC(=O)/C=C/C6=CC=C(C=C6)O)COC(=O)C)OC(=O)/C=C/C7=CC=C(C=C7)O)O)OC8C(C(C(C(O8)CO)O)O)O)O
CC(=O)OCC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)O)O)O)OC4(C(C(C(O4)CO)O)OC(=O)C5=CC=CC=C5)COC(=O)/C=C/C6=CC=C(C=C6)O)COC(=O)C)OC(=O)/C=C/C7=CC(=C(C=C7)O)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC(=O)C
CC(=O)/C=C/C1=CC=C(O)C=C1.CC(=O)C1=CC=CC=C1.COC1=CC(/C=C/C(=O)O[C@H]2[C@H](O[C@@H]3OC(COC(C)=O)[C@@H](OC(C)=O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)C(OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@@H]2COC(C)=O)=CC=C1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
CCOC(=O)CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O
C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3(C2=CC(=O)C4([C@@]3(CCC(C4)O)C)O)O)C
[H][C@@]12CCC3=C(CC[C@@]4(C)[C@@]3(C)C[C@@H](O)[C@]4([H])[C@@H](CCC(=C)C(C)(C)O)C(C)=O)[C@@]1(C)CC[C@H](O)C2(C)C
CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)O)C)O)C
CC(=CCC[C@@](C)(C1CC[C@@]2(C1C(CC3[C@]2(CCC4[C@@]3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)O)C
CC(=C)C(CCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)OO
CC(=CC/C=C(\C)/[C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)C
CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)COC9C(C(C(CO9)O)O)O)O)O)O)O)O)O)C
CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)O)O)O)O)C
CC(=CCCC(=C)[C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)C
CC(=CCC[C@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CCC4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O)C
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@H]3C[C@@]4([C@H](C[C@H]([C@H]5[C@]4(CC[C@@H]5[C@@]6(CC[C@@H](O6)C(C)(C)O)C)C)O)[C@@]7([C@@H]3C([C@H](CC7)O)(C)C)C)C)CO)O)O)O)O)O
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](OC2O[C@H]3C[C@@]4(C(CC(C5[C@]4(CC[C@@H]5/C(=C/CC=C(C)C)/C)C)O)[C@@]6(C3C([C@H](CC6)O)(C)C)C)C)CO)O)O)O)O)O
